"No.","Time","Source","Destination","Protocol","Length","Info"
"4861","21.739129888","192.168.1.109","134.224.218.112","UDP","139","52479  >  8801 Len=97"
"4862","21.742851813","134.224.218.112","192.168.1.109","UDP","1077","8801  >  55809 Len=1035"
"4863","21.742852179","134.224.218.112","192.168.1.109","UDP","1077","8801  >  55809 Len=1035"
"4864","21.743093342","192.168.1.109","134.224.218.112","UDP","170","55809  >  8801 Len=128"
"4865","21.751474875","134.224.218.112","192.168.1.109","UDP","133","8801  >  52479 Len=91"
"4866","21.751475153","134.224.218.112","192.168.1.109","UDP","130","8801  >  52479 Len=88"
"4867","21.752488585","134.224.218.112","192.168.1.109","UDP","1076","8801  >  55809 Len=1034"
"4868","21.752488830","134.224.218.112","192.168.1.109","UDP","1104","8801  >  55809 Len=1062"
"4869","21.756204870","192.168.1.109","134.224.218.112","UDP","142","52479  >  8801 Len=100"
"4870","21.763996601","134.224.218.112","192.168.1.109","UDP","1210","8801  >  55809 Len=1168"
"4871","21.763997517","134.224.218.112","192.168.1.109","UDP","1210","8801  >  55809 Len=1168"
"4872","21.772154058","134.224.218.112","192.168.1.109","UDP","132","8801  >  52479 Len=90"
"4873","21.772282557","192.168.1.109","134.224.218.112","UDP","1298","55809  >  8801 Len=1256"
"4874","21.773333593","134.224.218.112","192.168.1.109","UDP","1209","8801  >  55809 Len=1167"
"4875","21.773767492","192.168.1.109","134.224.218.112","UDP","142","52479  >  8801 Len=100"
"4876","21.783854784","192.168.1.109","134.224.218.112","UDP","1298","55809  >  8801 Len=1256"
"4877","21.783913900","192.168.1.109","134.224.218.112","UDP","1298","55809  >  8801 Len=1256"
"4878","21.793299766","192.168.1.109","134.224.218.112","UDP","1298","55809  >  8801 Len=1256"
"4879","21.793327197","192.168.1.109","134.224.218.112","UDP","1298","55809  >  8801 Len=1256"
"4880","21.793336561","192.168.1.109","134.224.218.112","UDP","141","52479  >  8801 Len=99"
"4881","21.803379347","192.168.1.109","134.224.218.112","UDP","1298","55809  >  8801 Len=1256"
"4882","21.803406684","192.168.1.109","134.224.218.112","UDP","1297","55809  >  8801 Len=1255"
"4883","21.803579291","134.224.218.112","192.168.1.109","UDP","1031","8801  >  55809 Len=989"
"4884","21.803579494","134.224.218.112","192.168.1.109","UDP","1031","8801  >  55809 Len=989"
"4885","21.811629847","134.224.218.112","192.168.1.109","UDP","131","8801  >  52479 Len=89"
"4886","21.811794739","192.168.1.109","134.224.218.112","UDP","1189","55809  >  8801 Len=1147"
"4887","21.811820279","192.168.1.109","134.224.218.112","UDP","1189","55809  >  8801 Len=1147"
"4888","21.812720067","192.168.1.109","134.224.218.112","UDP","143","52479  >  8801 Len=101"
"4889","21.813858255","134.224.218.112","192.168.1.109","UDP","1031","8801  >  55809 Len=989"
"4890","21.813858350","134.224.218.112","192.168.1.109","UDP","1031","8801  >  55809 Len=989"
"4891","21.813858397","134.224.218.112","192.168.1.109","UDP","1031","8801  >  55809 Len=989"
"4892","21.824103323","192.168.1.109","134.224.218.112","UDP","1189","55809  >  8801 Len=1147"
"4893","21.824123751","192.168.1.109","134.224.218.112","UDP","1189","55809  >  8801 Len=1147"
"4894","21.824299790","134.224.218.112","192.168.1.109","UDP","1058","8801  >  55809 Len=1016"
"4895","21.825274359","134.224.218.112","192.168.1.109","UDP","169","8801  >  55809 Len=127"
"4896","21.832807785","192.168.1.109","134.224.218.112","UDP","1189","55809  >  8801 Len=1147"
"4897","21.832836588","192.168.1.109","134.224.218.112","UDP","137","52479  >  8801 Len=95"
"4898","21.832874920","134.224.218.112","192.168.1.109","UDP","131","8801  >  52479 Len=89"
"4899","21.832875102","134.224.218.112","192.168.1.109","UDP","130","8801  >  52479 Len=88"
"4900","21.854120469","134.224.218.112","192.168.1.109","UDP","1162","8801  >  55809 Len=1120"
